negative  	{'BIGRAM_hate_https': 0.5, 'TRIGRAM_hate_https_//t.co/8jq411twqn': 0.5, 'UNI_//t.co/8jq411twqn': 0.5, 'TRIGRAM_nvm_hate_https': 0.5, 'BIGRAM_nvm_hate': 0.5, 'UNI_hate': 0.5, 'UNI_https': 0.5, 'UNI_nvm': 0.5, 'BIGRAM_https_//t.co/8jq411twqn': 0.5}
negative  	{'BIGRAM_caring_lot': 0.5, 'BIGRAM_go_caring': 0.5, 'BIGRAM_hate_go': 0.5, 'TRIGRAM_hate_go_caring': 0.5, 'UNI_rt': 0.5, 'UNI_duke_kdj': 0.5, 'BIGRAM_lot_caring': 0.5, 'UNI_go': 0.5, 'BIGRAM_rt_duke_kdj': 0.5, 'TRIGRAM_caring_lot_caring': 0.5, 'TRIGRAM_rt_duke_kdj_hate': 0.5, 'UNI_hate': 0.5, 'BIGRAM_duke_kdj_hate': 0.5, 'TRIGRAM_go_caring_lot': 0.5, 'TRIGRAM_duke_kdj_hate_go': 0.5, 'UNI_lot': 0.5, 'UNI_caring': 0.5}
negative  	{'UNI_realdonaldtrump': 0.5, 'TRIGRAM_ratchets_hate_homophobia': 0.5, 'BIGRAM_removes_lgbtq': 0.5, 'UNI_employment': 0.5, 'BIGRAM_homophobia_http…': 0.5, 'UNI_http…': 0.5, 'BIGRAM_white_house': 0.5, 'UNI_lgbtq': 0.5, 'BIGRAM_rt_thedemcoalition': 0.5, 'TRIGRAM_hate_homophobia_http…': 0.5, 'BIGRAM_ratchets_hate': 0.5, 'UNI_ratchets': 0.5, 'TRIGRAM_removes_lgbtq_wording': 0.5, 'TRIGRAM_employment_policy_realdonaldtrump': 0.5, 'BIGRAM_wording_employment': 0.5, 'TRIGRAM_policy_realdonaldtrump_ratchets': 0.5, 'TRIGRAM_white_house_removes': 0.5, 'UNI_policy': 0.5, 'TRIGRAM_wording_employment_policy': 0.5, 'BIGRAM_hate_homophobia': 0.5, 'UNI_rt': 0.5, 'BIGRAM_policy_realdonaldtrump': 0.5, 'UNI_house': 0.5, 'BIGRAM_employment_policy': 0.5, 'UNI_hate': 0.5, 'UNI_removes': 0.5, 'TRIGRAM_realdonaldtrump_ratchets_hate': 0.5, 'UNI_white': 0.5, 'TRIGRAM_thedemcoalition_white_house': 0.5, 'BIGRAM_realdonaldtrump_ratchets': 0.5, 'UNI_wording': 0.5, 'TRIGRAM_house_removes_lgbtq': 0.5, 'BIGRAM_thedemcoalition_white': 0.5, 'BIGRAM_house_removes': 0.5, 'TRIGRAM_rt_thedemcoalition_white': 0.5, 'UNI_homophobia': 0.5, 'BIGRAM_lgbtq_wording': 0.5, 'UNI_thedemcoalition': 0.5, 'TRIGRAM_lgbtq_wording_employment': 0.5}
negative  	{'UNI_rt': 0.5, 'BIGRAM_rt_youdkmeboi': 0.5, 'UNI_youdkmeboi': 0.5, 'BIGRAM_youdkmeboi_hate': 0.5, 'UNI_hate': 0.5, 'UNI_country': 0.5, 'TRIGRAM_hate_country_music': 0.5, 'BIGRAM_country_music': 0.5, 'TRIGRAM_rt_youdkmeboi_hate': 0.5, 'BIGRAM_hate_country': 0.5, 'UNI_music': 0.5, 'TRIGRAM_youdkmeboi_hate_country': 0.5}
negative  	{'TRIGRAM_young_thug_yeehaww': 0.5, 'BIGRAM_thug_yeehaww': 0.5, 'UNI_yeehaww': 0.5, 'UNI_thug': 0.5, 'BIGRAM_young_thug': 0.5, 'UNI_young': 0.5}
negative  	{'UNI_//t.co/yxbxjhpjaw': 0.5, 'BIGRAM_https_//t.co/yxbxjhpjaw': 0.5, 'UNI_https': 0.5}
negative  	{'BIGRAM_love_see': 0.5, 'TRIGRAM_hate-site_breitbart_would': 0.5, 'UNI_amazon': 0.5, 'TRIGRAM_see_whole_foods': 0.5, 'UNI_kaivanshroff': 0.5, 'BIGRAM_foods_ask': 0.5, 'UNI_rt': 0.5, 'BIGRAM_breitbart_would': 0.5, 'UNI_corps': 0.5, 'BIGRAM_stop_p…': 0.5, 'BIGRAM_one_major': 0.5, 'TRIGRAM_love_see_whole': 0.5, 'BIGRAM_kaivanshroff_amazon': 0.5, 'UNI_stop': 0.5, 'UNI_one': 0.5, 'TRIGRAM_corps_advertise_hate-site': 0.5, 'TRIGRAM_advertise_hate-site_breitbart': 0.5, 'BIGRAM_major_corps': 0.5, 'UNI_would': 0.5, 'UNI_hate-site': 0.5, 'BIGRAM_would_love': 0.5, 'TRIGRAM_amazon_one_major': 0.5, 'UNI_love': 0.5, 'BIGRAM_advertise_hate-site': 0.5, 'UNI_foods': 0.5, 'BIGRAM_see_whole': 0.5, 'TRIGRAM_would_love_see': 0.5, 'BIGRAM_corps_advertise': 0.5, 'UNI_whole': 0.5, 'BIGRAM_amazon_one': 0.5, 'UNI_major': 0.5, 'TRIGRAM_breitbart_would_love': 0.5, 'UNI_advertise': 0.5, 'TRIGRAM_ask_stop_p…': 0.5, 'TRIGRAM_kaivanshroff_amazon_one': 0.5, 'BIGRAM_hate-site_breitbart': 0.5, 'TRIGRAM_foods_ask_stop': 0.5, 'TRIGRAM_one_major_corps': 0.5, 'BIGRAM_ask_stop': 0.5, 'UNI_see': 0.5, 'UNI_p…': 0.5, 'TRIGRAM_major_corps_advertise': 0.5, 'BIGRAM_whole_foods': 0.5, 'BIGRAM_rt_kaivanshroff': 0.5, 'UNI_ask': 0.5, 'TRIGRAM_rt_kaivanshroff_amazon': 0.5, 'UNI_breitbart': 0.5, 'TRIGRAM_whole_foods_ask': 0.5}
negative  	{'UNI_janunhinged': 0.5, 'BIGRAM_people_embrace': 0.5, 'TRIGRAM_d.c._kissy_face': 0.5, 'UNI_face': 0.5, "UNI_'m": 0.5, "TRIGRAM_rt_janunhinged_'re": 0.5, 'UNI_d.c.': 0.5, 'BIGRAM_politics_of…': 0.5, "BIGRAM_face_'m": 0.5, "UNI_'re": 0.5, 'BIGRAM_clear_d.c.': 0.5, 'UNI_interested': 0.5, 'UNI_people': 0.5, 'UNI_politics': 0.5, 'TRIGRAM_ground_people_embrace': 0.5, 'TRIGRAM_interested_common_ground': 0.5, 'UNI_common': 0.5, "BIGRAM_janunhinged_'re": 0.5, 'BIGRAM_rt_janunhinged': 0.5, "TRIGRAM_kissy_face_'m": 0.5, 'UNI_kissy': 0.5, 'BIGRAM_common_ground': 0.5, 'UNI_rt': 0.5, "BIGRAM_'re_clear": 0.5, 'BIGRAM_embrace_politics': 0.5, 'BIGRAM_interested_common': 0.5, 'BIGRAM_ground_people': 0.5, 'UNI_ground': 0.5, 'UNI_embrace': 0.5, 'TRIGRAM_people_embrace_politics': 0.5, 'TRIGRAM_common_ground_people': 0.5, "TRIGRAM_'re_clear_d.c.": 0.5, 'TRIGRAM_embrace_politics_of…': 0.5, "TRIGRAM_'m_interested_common": 0.5, 'TRIGRAM_clear_d.c._kissy': 0.5, 'UNI_of…': 0.5, 'UNI_clear': 0.5, "BIGRAM_'m_interested": 0.5, "TRIGRAM_janunhinged_'re_clear": 0.5, 'BIGRAM_kissy_face': 0.5, 'BIGRAM_d.c._kissy': 0.5, "TRIGRAM_face_'m_interested": 0.5}
negative  	{'BIGRAM_hate_https': 0.5, 'UNI_rt': 0.5, 'BIGRAM_rt_halalshivik': 0.5, 'BIGRAM_https_//t.co/kbfve8xqj4': 0.5, 'UNI_//t.co/kbfve8xqj4': 0.5, 'UNI_https': 0.5, 'UNI_halalshivik': 0.5, 'BIGRAM_halalshivik_hate': 0.5, 'UNI_hate': 0.5, 'TRIGRAM_hate_https_//t.co/kbfve8xqj4': 0.5, 'TRIGRAM_halalshivik_hate_https': 0.5, 'TRIGRAM_rt_halalshivik_hate': 0.5}
negative  	{'BIGRAM_hate_buttons': 0.5, 'TRIGRAM_societybasement_hate_buttons': 0.5, 'UNI_missing': 0.5, 'UNI_societybasement': 0.5, 'UNI_please': 0.5, 'UNI_twitter': 0.5, 'TRIGRAM_place_missing_ca': 0.5, 'UNI_buttons': 0.5, 'UNI_fix': 0.5, "TRIGRAM_missing_ca_n't": 0.5, "BIGRAM_n't_find": 0.5, "TRIGRAM_ca_n't_find": 0.5, 'BIGRAM_find_anything': 0.5, 'TRIGRAM_anything_please_fix': 0.5, "BIGRAM_ca_n't": 0.5, 'BIGRAM_fix_twitter': 0.5, 'BIGRAM_please_fix': 0.5, 'UNI_drjimmystar': 0.5, 'BIGRAM_drjimmystar_societybasement': 0.5, 'TRIGRAM_drjimmystar_societybasement_hate': 0.5, 'TRIGRAM_rt_drjimmystar_societybasement': 0.5, 'UNI_rt': 0.5, 'BIGRAM_societybasement_hate': 0.5, 'TRIGRAM_hate_buttons_place': 0.5, 'UNI_hate': 0.5, "TRIGRAM_n't_find_anything": 0.5, 'TRIGRAM_buttons_place_missing': 0.5, 'UNI_place': 0.5, 'UNI_anything': 0.5, 'TRIGRAM_find_anything_please': 0.5, 'UNI_ca': 0.5, 'BIGRAM_anything_please': 0.5, 'UNI_find': 0.5, 'BIGRAM_rt_drjimmystar': 0.5, "UNI_n't": 0.5, 'BIGRAM_place_missing': 0.5, 'TRIGRAM_please_fix_twitter': 0.5, 'BIGRAM_missing_ca': 0.5, 'BIGRAM_buttons_place': 0.5}
negative  	{'TRIGRAM_putin_almost_elected': 0.5, 'UNI_someone': 0.5, 'UNI_us': 0.5, 'BIGRAM_rt_theclaudiainez': 0.5, 'UNI_apart': 0.5, 'TRIGRAM_world_leaders_hate': 0.5, 'BIGRAM_us_cept': 0.5, 'BIGRAM_fall_apart': 0.5, 'TRIGRAM_theclaudiainez_watching_us': 0.5, 'TRIGRAM_us_fall_apart': 0.5, 'BIGRAM_cept_putin': 0.5, 'TRIGRAM_watching_us_fall': 0.5, 'TRIGRAM_us_cept_putin': 0.5, 'UNI_watching': 0.5, 'UNI_experie…': 0.5, 'UNI_cept': 0.5, 'BIGRAM_world_leaders': 0.5, 'UNI_rt': 0.5, 'BIGRAM_hate_us': 0.5, 'BIGRAM_almost_elected': 0.5, 'BIGRAM_someone_political': 0.5, 'BIGRAM_putin_almost': 0.5, 'BIGRAM_theclaudiainez_watching': 0.5, 'UNI_elected': 0.5, 'TRIGRAM_fall_apart_world': 0.5, 'TRIGRAM_almost_elected_someone': 0.5, 'BIGRAM_leaders_hate': 0.5, 'BIGRAM_apart_world': 0.5, 'UNI_putin': 0.5, 'UNI_political': 0.5, 'TRIGRAM_elected_someone_political': 0.5, 'TRIGRAM_someone_political_experie…': 0.5, 'BIGRAM_elected_someone': 0.5, 'UNI_world': 0.5, 'TRIGRAM_leaders_hate_us': 0.5, 'UNI_theclaudiainez': 0.5, 'BIGRAM_political_experie…': 0.5, 'UNI_fall': 0.5, 'BIGRAM_watching_us': 0.5, 'TRIGRAM_apart_world_leaders': 0.5, 'TRIGRAM_rt_theclaudiainez_watching': 0.5, 'UNI_hate': 0.5, 'BIGRAM_us_fall': 0.5, 'TRIGRAM_cept_putin_almost': 0.5, 'UNI_leaders': 0.5, 'UNI_almost': 0.5, 'TRIGRAM_hate_us_cept': 0.5}
negative  	{'TRIGRAM_story_ure_pres': 0.5, 'TRIGRAM_ure_pres_spread': 0.5, 'BIGRAM_stop_blame': 0.5, 'TRIGRAM_fox_story_ure': 0.5, 'BIGRAM_kellyannepolls_read': 0.5, 'UNI_fox': 0.5, 'TRIGRAM_spread_hate_stop': 0.5, 'BIGRAM_story_ure': 0.5, 'UNI_ure': 0.5, 'TRIGRAM_read_fox_story': 0.5, 'TRIGRAM_stop_blame_game': 0.5, 'TRIGRAM_kellyannepolls_read_fox': 0.5, 'BIGRAM_hate_stop': 0.5, 'UNI_game': 0.5, 'BIGRAM_spread_hate': 0.5, 'UNI_stop': 0.5, 'UNI_pres': 0.5, 'UNI_story': 0.5, 'UNI_kellyannepolls': 0.5, 'BIGRAM_blame_game': 0.5, 'TRIGRAM_pres_spread_hate': 0.5, 'UNI_blame': 0.5, 'BIGRAM_read_fox': 0.5, 'UNI_spread': 0.5, 'UNI_hate': 0.5, 'BIGRAM_ure_pres': 0.5, 'BIGRAM_pres_spread': 0.5, 'TRIGRAM_hate_stop_blame': 0.5, 'UNI_read': 0.5, 'BIGRAM_fox_story': 0.5}
negative  	{'TRIGRAM_someone_hate_breaking': 0.5, 'UNI_rt': 0.5, 'BIGRAM_hidden_know': 0.5, 'BIGRAM_rt_hidden': 0.5, 'BIGRAM_breaking_heart': 0.5, 'BIGRAM_know_really': 0.5, 'BIGRAM_love_someone': 0.5, 'BIGRAM_someone_hate': 0.5, 'UNI_breaking': 0.5, 'UNI_someone': 0.5, 'TRIGRAM_know_really_love': 0.5, 'UNI_hidden': 0.5, 'UNI_know': 0.5, 'UNI_heart': 0.5, 'TRIGRAM_love_someone_hate': 0.5, 'BIGRAM_hate_breaking': 0.5, 'BIGRAM_really_love': 0.5, 'UNI_hate': 0.5, 'UNI_love': 0.5, 'TRIGRAM_really_love_someone': 0.5, 'UNI_really': 0.5, 'TRIGRAM_rt_hidden_know': 0.5, 'TRIGRAM_hate_breaking_heart': 0.5, 'TRIGRAM_hidden_know_really': 0.5}
negative  	{'BIGRAM_hate_buttons': 0.5, 'TRIGRAM_societybasement_hate_buttons': 0.5, 'UNI_missing': 0.5, 'UNI_societybasement': 0.5, 'UNI_please': 0.5, 'UNI_twitter': 0.5, 'TRIGRAM_place_missing_ca': 0.5, 'UNI_buttons': 0.5, 'UNI_fix': 0.5, "TRIGRAM_missing_ca_n't": 0.5, "BIGRAM_n't_find": 0.5, "TRIGRAM_ca_n't_find": 0.5, 'BIGRAM_find_anything': 0.5, 'TRIGRAM_anything_please_fix': 0.5, "BIGRAM_ca_n't": 0.5, 'BIGRAM_fix_twitter': 0.5, 'BIGRAM_please_fix': 0.5, 'UNI_drjimmystar': 0.5, 'BIGRAM_drjimmystar_societybasement': 0.5, 'TRIGRAM_drjimmystar_societybasement_hate': 0.5, 'TRIGRAM_rt_drjimmystar_societybasement': 0.5, 'UNI_rt': 0.5, 'BIGRAM_societybasement_hate': 0.5, 'TRIGRAM_hate_buttons_place': 0.5, 'UNI_hate': 0.5, "TRIGRAM_n't_find_anything": 0.5, 'TRIGRAM_buttons_place_missing': 0.5, 'UNI_place': 0.5, 'UNI_anything': 0.5, 'TRIGRAM_find_anything_please': 0.5, 'UNI_ca': 0.5, 'BIGRAM_anything_please': 0.5, 'UNI_find': 0.5, 'BIGRAM_rt_drjimmystar': 0.5, "UNI_n't": 0.5, 'BIGRAM_place_missing': 0.5, 'TRIGRAM_please_fix_twitter': 0.5, 'BIGRAM_missing_ca': 0.5, 'BIGRAM_buttons_place': 0.5}
negative  	{'BIGRAM_hate_buttons': 0.5, 'TRIGRAM_societybasement_hate_buttons': 0.5, 'UNI_missing': 0.5, 'UNI_societybasement': 0.5, 'UNI_please': 0.5, 'UNI_twitter': 0.5, 'TRIGRAM_place_missing_ca': 0.5, 'UNI_buttons': 0.5, 'UNI_fix': 0.5, "TRIGRAM_missing_ca_n't": 0.5, "BIGRAM_n't_find": 0.5, "TRIGRAM_ca_n't_find": 0.5, 'BIGRAM_find_anything': 0.5, 'TRIGRAM_anything_please_fix': 0.5, "BIGRAM_ca_n't": 0.5, 'BIGRAM_fix_twitter': 0.5, 'BIGRAM_please_fix': 0.5, 'UNI_drjimmystar': 0.5, 'BIGRAM_drjimmystar_societybasement': 0.5, 'TRIGRAM_drjimmystar_societybasement_hate': 0.5, 'TRIGRAM_rt_drjimmystar_societybasement': 0.5, 'UNI_rt': 0.5, 'BIGRAM_societybasement_hate': 0.5, 'TRIGRAM_hate_buttons_place': 0.5, 'UNI_hate': 0.5, "TRIGRAM_n't_find_anything": 0.5, 'TRIGRAM_buttons_place_missing': 0.5, 'UNI_place': 0.5, 'UNI_anything': 0.5, 'TRIGRAM_find_anything_please': 0.5, 'UNI_ca': 0.5, 'BIGRAM_anything_please': 0.5, 'UNI_find': 0.5, 'BIGRAM_rt_drjimmystar': 0.5, "UNI_n't": 0.5, 'BIGRAM_place_missing': 0.5, 'TRIGRAM_please_fix_twitter': 0.5, 'BIGRAM_missing_ca': 0.5, 'BIGRAM_buttons_place': 0.5}
negative  	{'BIGRAM_love_see': 0.5, 'TRIGRAM_hate-site_breitbart_would': 0.5, 'UNI_amazon': 0.5, 'TRIGRAM_see_whole_foods': 0.5, 'UNI_kaivanshroff': 0.5, 'BIGRAM_foods_ask': 0.5, 'UNI_rt': 0.5, 'BIGRAM_breitbart_would': 0.5, 'UNI_corps': 0.5, 'BIGRAM_stop_p…': 0.5, 'BIGRAM_one_major': 0.5, 'TRIGRAM_love_see_whole': 0.5, 'BIGRAM_kaivanshroff_amazon': 0.5, 'UNI_stop': 0.5, 'UNI_one': 0.5, 'TRIGRAM_corps_advertise_hate-site': 0.5, 'TRIGRAM_advertise_hate-site_breitbart': 0.5, 'BIGRAM_major_corps': 0.5, 'UNI_would': 0.5, 'UNI_hate-site': 0.5, 'BIGRAM_would_love': 0.5, 'TRIGRAM_amazon_one_major': 0.5, 'UNI_love': 0.5, 'BIGRAM_advertise_hate-site': 0.5, 'UNI_foods': 0.5, 'BIGRAM_see_whole': 0.5, 'TRIGRAM_would_love_see': 0.5, 'BIGRAM_corps_advertise': 0.5, 'UNI_whole': 0.5, 'BIGRAM_amazon_one': 0.5, 'UNI_major': 0.5, 'TRIGRAM_breitbart_would_love': 0.5, 'UNI_advertise': 0.5, 'TRIGRAM_ask_stop_p…': 0.5, 'TRIGRAM_kaivanshroff_amazon_one': 0.5, 'BIGRAM_hate-site_breitbart': 0.5, 'TRIGRAM_foods_ask_stop': 0.5, 'TRIGRAM_one_major_corps': 0.5, 'BIGRAM_ask_stop': 0.5, 'UNI_see': 0.5, 'UNI_p…': 0.5, 'TRIGRAM_major_corps_advertise': 0.5, 'BIGRAM_whole_foods': 0.5, 'BIGRAM_rt_kaivanshroff': 0.5, 'UNI_ask': 0.5, 'TRIGRAM_rt_kaivanshroff_amazon': 0.5, 'UNI_breitbart': 0.5, 'TRIGRAM_whole_foods_ask': 0.5}
negative  	{'UNI_rt': 0.5, 'BIGRAM_ima_summer': 0.5, 'UNI_summer': 0.5, 'UNI_feel': 0.5, 'BIGRAM_rt_ahhhhlex_': 0.5, 'BIGRAM_feel_attitude': 0.5, 'UNI_already': 0.5, 'BIGRAM_attitude_ima': 0.5, 'TRIGRAM_ahhhhlex__already_feel': 0.5, 'UNI_ahhhhlex_': 0.5, 'TRIGRAM_ima_summer_hate': 0.5, 'BIGRAM_ahhhhlex__already': 0.5, 'BIGRAM_already_feel': 0.5, 'BIGRAM_summer_hate': 0.5, 'UNI_hate': 0.5, 'TRIGRAM_summer_hate_hot': 0.5, 'TRIGRAM_attitude_ima_summer': 0.5, 'UNI_attitude': 0.5, 'UNI_hot': 0.5, 'UNI_ima': 0.5, 'TRIGRAM_feel_attitude_ima': 0.5, 'TRIGRAM_already_feel_attitude': 0.5, 'BIGRAM_hate_hot': 0.5, 'TRIGRAM_rt_ahhhhlex__already': 0.5}
negative  	{'BIGRAM_hate_people': 0.5, 'UNI_hate': 0.5, 'TRIGRAM_hate_people_retweet': 0.5, 'UNI_people': 0.5, 'BIGRAM_people_retweet': 0.5, 'UNI_retweet': 0.5}
negative  	{'BIGRAM_media_moment…': 0.5, 'UNI_potus/his': 0.5, 'UNI_moment…': 0.5, 'UNI_directed': 0.5, 'TRIGRAM_admin/gop_tv/radio/social_media': 0.5, 'BIGRAM_check_hate': 0.5, 'TRIGRAM_kellyannepolls_useful_exercise': 0.5, 'UNI_derision': 0.5, 'BIGRAM_kellyannepolls_useful': 0.5, 'TRIGRAM_useful_exercise_check': 0.5, 'UNI_useful': 0.5, 'UNI_amp': 0.5, 'BIGRAM_exercise_check': 0.5, 'UNI_admin/gop': 0.5, 'UNI_media': 0.5, 'BIGRAM_directed_potus/his': 0.5, 'TRIGRAM_exercise_check_hate': 0.5, 'TRIGRAM_rt_kellyannepolls_useful': 0.5, 'UNI_kellyannepolls': 0.5, 'UNI_tv/radio/social': 0.5, 'BIGRAM_rt_kellyannepolls': 0.5, 'UNI_rt': 0.5, 'BIGRAM_derision_directed': 0.5, 'TRIGRAM_potus/his_admin/gop_tv/radio/social': 0.5, 'TRIGRAM_derision_directed_potus/his': 0.5, 'BIGRAM_potus/his_admin/gop': 0.5, 'UNI_check': 0.5, 'TRIGRAM_hate_amp_derision': 0.5, 'UNI_exercise': 0.5, 'BIGRAM_amp_derision': 0.5, 'BIGRAM_useful_exercise': 0.5, 'BIGRAM_admin/gop_tv/radio/social': 0.5, 'BIGRAM_hate_amp': 0.5, 'UNI_hate': 0.5, 'TRIGRAM_directed_potus/his_admin/gop': 0.5, 'TRIGRAM_check_hate_amp': 0.5, 'TRIGRAM_tv/radio/social_media_moment…': 0.5, 'BIGRAM_tv/radio/social_media': 0.5, 'TRIGRAM_amp_derision_directed': 0.5}
negative  	{'UNI_time': 0.5, 'UNI_fucker': 0.5, 'BIGRAM_level_head': 0.5, 'TRIGRAM_hate_fucker_keep': 0.5, 'TRIGRAM_fucker_keep_level': 0.5, 'BIGRAM_head_time': 0.5, 'BIGRAM_keep_level': 0.5, 'BIGRAM_fucker_keep': 0.5, 'TRIGRAM_keep_level_head': 0.5, 'TRIGRAM_level_head_time': 0.5, 'UNI_hate': 0.5, 'UNI_level': 0.5, 'BIGRAM_hate_fucker': 0.5, 'UNI_head': 0.5, 'UNI_keep': 0.5}
negative  	{'UNI_reason': 0.5, 'UNI_females': 0.5, 'BIGRAM_cute_dumb': 0.5, 'UNI_guys': 0.5, 'BIGRAM_dumb_personalities': 0.5, 'UNI_fake': 0.5, 'TRIGRAM_guys_reason_hate': 0.5, 'BIGRAM_girls_fake': 0.5, 'TRIGRAM_fake_cute_dumb': 0.5, 'BIGRAM_fake_cute': 0.5, 'UNI_impress': 0.5, 'UNI_dumb': 0.5, 'BIGRAM_guys_reason': 0.5, 'BIGRAM_reason_hate': 0.5, 'TRIGRAM_reason_hate_females': 0.5, 'UNI_girls': 0.5, 'BIGRAM_impress_guys': 0.5, 'BIGRAM_personalities_impress': 0.5, 'TRIGRAM_impress_guys_reason': 0.5, 'UNI_cute': 0.5, 'TRIGRAM_personalities_impress_guys': 0.5, 'UNI_personalities': 0.5, 'UNI_hate': 0.5, 'TRIGRAM_girls_fake_cute': 0.5, 'TRIGRAM_cute_dumb_personalities': 0.5, 'TRIGRAM_dumb_personalities_impress': 0.5, 'BIGRAM_hate_females': 0.5}
negative  	{'UNI_jonghyun': 0.5, 'TRIGRAM_disappointed_samuel_jonghyun': 0.5, 'BIGRAM_debut_disappointed': 0.5, 'BIGRAM_rt_kimwogyun': 0.5, 'UNI_11': 0.5, 'BIGRAM_hate_11': 0.5, 'TRIGRAM_rt_kimwogyun_nobody': 0.5, 'TRIGRAM_members_get_debut': 0.5, 'TRIGRAM_hate_11_members': 0.5, 'TRIGRAM_11_members_get': 0.5, 'BIGRAM_didnt_get': 0.5, 'TRIGRAM_nobody_hate_11': 0.5, 'TRIGRAM_get_debut_disappointed': 0.5, 'TRIGRAM_jonghyun_didnt_get': 0.5, 'TRIGRAM_didnt_get_debut': 0.5, 'BIGRAM_11_members': 0.5, 'UNI_get': 0.5, 'UNI_nobody': 0.5, 'BIGRAM_nobody_hate': 0.5, 'UNI_disappointed': 0.5, 'UNI_rt': 0.5, 'BIGRAM_kimwogyun_nobody': 0.5, 'UNI_didnt': 0.5, 'TRIGRAM_debut_disappointed_samuel': 0.5, 'UNI_samuel': 0.5, 'UNI_debut': 0.5, 'BIGRAM_samuel_jonghyun': 0.5, 'BIGRAM_members_get': 0.5, 'TRIGRAM_samuel_jonghyun_didnt': 0.5, 'BIGRAM_disappointed_samuel': 0.5, 'BIGRAM_jonghyun_didnt': 0.5, 'BIGRAM_get_debut': 0.5, 'UNI_kimwogyun': 0.5, 'UNI_hate': 0.5, 'UNI_members': 0.5, 'TRIGRAM_kimwogyun_nobody_hate': 0.5}
negative  	{'UNI_//t.co/qhuthuljd5': 0.5, 'BIGRAM_hate_ya': 0.5, 'UNI_rt': 0.5, 'UNI_https': 0.5, 'TRIGRAM_rt_gonzalezlouu_fucking': 0.5, "TRIGRAM_'ll_https_//t.co/qhuthuljd5": 0.5, 'UNI_fucking': 0.5, "BIGRAM_'ll_https": 0.5, "UNI_'ll": 0.5, 'BIGRAM_rt_gonzalezlouu': 0.5, 'BIGRAM_gonzalezlouu_fucking': 0.5, 'UNI_ya': 0.5, "TRIGRAM_hate_ya_'ll": 0.5, "TRIGRAM_ya_'ll_https": 0.5, 'TRIGRAM_gonzalezlouu_fucking_hate': 0.5, 'BIGRAM_https_//t.co/qhuthuljd5': 0.5, 'UNI_hate': 0.5, 'BIGRAM_fucking_hate': 0.5, "BIGRAM_ya_'ll": 0.5, 'UNI_gonzalezlouu': 0.5, 'TRIGRAM_fucking_hate_ya': 0.5}
negative  	{'BIGRAM_hate_https': 0.5, 'UNI_rt': 0.5, 'UNI_signs': 0.5, 'BIGRAM_https_//t.co/aficswiun8': 0.5, 'BIGRAM_signs_hate': 0.5, 'UNI_https': 0.5, 'UNI_//t.co/aficswiun8': 0.5, 'TRIGRAM_astrologyiife_signs_hate': 0.5, 'UNI_hate': 0.5, 'TRIGRAM_rt_astrologyiife_signs': 0.5, 'UNI_astrologyiife': 0.5, 'TRIGRAM_hate_https_//t.co/aficswiun8': 0.5, 'TRIGRAM_signs_hate_https': 0.5, 'BIGRAM_astrologyiife_signs': 0.5, 'BIGRAM_rt_astrologyiife': 0.5}
negative  	{'BIGRAM_hate_buttons': 0.5, 'TRIGRAM_societybasement_hate_buttons': 0.5, 'UNI_missing': 0.5, 'UNI_societybasement': 0.5, 'UNI_please': 0.5, 'UNI_twitter': 0.5, 'TRIGRAM_place_missing_ca': 0.5, 'UNI_buttons': 0.5, 'UNI_fix': 0.5, "TRIGRAM_missing_ca_n't": 0.5, "BIGRAM_n't_find": 0.5, "TRIGRAM_ca_n't_find": 0.5, 'BIGRAM_find_anything': 0.5, 'TRIGRAM_anything_please_fix': 0.5, "BIGRAM_ca_n't": 0.5, 'BIGRAM_fix_twitter': 0.5, 'BIGRAM_please_fix': 0.5, 'UNI_drjimmystar': 0.5, 'BIGRAM_drjimmystar_societybasement': 0.5, 'TRIGRAM_drjimmystar_societybasement_hate': 0.5, 'TRIGRAM_rt_drjimmystar_societybasement': 0.5, 'UNI_rt': 0.5, 'BIGRAM_societybasement_hate': 0.5, 'TRIGRAM_hate_buttons_place': 0.5, 'UNI_hate': 0.5, "TRIGRAM_n't_find_anything": 0.5, 'TRIGRAM_buttons_place_missing': 0.5, 'UNI_place': 0.5, 'UNI_anything': 0.5, 'TRIGRAM_find_anything_please': 0.5, 'UNI_ca': 0.5, 'BIGRAM_anything_please': 0.5, 'UNI_find': 0.5, 'BIGRAM_rt_drjimmystar': 0.5, "UNI_n't": 0.5, 'BIGRAM_place_missing': 0.5, 'TRIGRAM_please_fix_twitter': 0.5, 'BIGRAM_missing_ca': 0.5, 'BIGRAM_buttons_place': 0.5}
